"Pāli1"	"POS"	"Grammar"	"Pāli Root"	"Pattern"	"count"	"found"
"pavatti"	"aor"	""	"√vatt 1 (be, proceed)"	"i aor"	"28"	"{'pavattā': 16, 'pavatti': 9, 'pavattittha': 1, 'pavattaṃ': 1, 'pavatta': 1}"
"pavedita"	"pp"	""	"√vid 1 (know)"	"a pp"	"28"	"{'paveditāni': 23, 'paveditā': 3, 'paveditaṃ': 1, 'paveditamhi': 1}"
"pekkhamāna"	"prp"	""	"√ikkh 1 (see, mark)"	"māna prp"	"28"	"{'pekkhamāno': 22, 'pekkhamānassa': 5, 'pekkhamānānaṃ': 1}"
"phāleti"	"pr"	""	"√phal 1 (split open)"	"eti pr"	"28"	"{'phāleyya': 9, 'phālesi': 7, 'phālessāmi': 6, 'phāleyyuṃ': 2, 'phālenti': 2, 'phāle': 1, 'phālehi': 1}"
"pukkusa"	"masc"	""	""	"a masc"	"28"	"{'pukkuso': 10, 'pukkusa': 9, 'pukkusaṃ': 7, 'pukkusassa': 1, 'pukkuse': 1}"
"puthu"	"ind"	""	"√puth 1 (expand)"	""	"28"	"{'puthu': 28}"
"sāgata"	"adj"	""	""	"a adj"	"28"	"{'sāgato': 16, 'sāgataṃ': 11, 'sāgatassa': 1}"
"samaṇaparisā"	"fem"	""	""	"parisā fem"	"28"	"{'samaṇaparisaṃ': 18, 'samaṇaparisā': 10}"
"samanvāneti"	"pr"	""	"√nī 1 (lead, carry)"	"eti pr"	"28"	"{'samanvāneti': 28}"
"samuddaninna"	"adj"	""	""	"a adj"	"28"	"{'samuddaninnā': 26, 'samuddaninno': 2}"
"samuddapabbhāra"	"adj"	""	""	"a adj"	"28"	"{'samuddapabbhārā': 26, 'samuddapabbhāro': 2}"
"samuddapoṇa"	"adj"	""	""	"a adj"	"28"	"{'samuddapoṇā': 26, 'samuddapoṇo': 2}"
"saṃvidahanta"	"prp"	""	"√dhā 1 (place, support)"	"anta prp"	"28"	"{'saṃvidahati': 26, 'saṃvidahanti': 2}"
"saṃyoga"	"masc"	""	"√yuj 2 (yoke, join)"	"a masc"	"28"	"{'saṃyogo': 8, 'saṃyogāya': 7, 'saṃyogaṃ': 6, 'saṃyogā': 5, 'saṃyogena': 2}"
"sañcetanika"	"adj"	""	"√cit 8 (think, intend)"	"a adj"	"28"	"{'sañcetanikaṃ': 13, 'sañcetanikānaṃ': 12, 'sañcetanikā': 3}"
"saññāvedayitanirodhasamāpatti"	"fem"	""	""	"i fem"	"28"	"{'saññāvedayitanirodhasamāpattiyā': 26, 'saññāvedayitanirodhasamāpatti': 2}"
"saritā"	"fem"	""	"√sar 1 (go, flow)"	"ā fem"	"28"	"{'saritā': 25, 'saritaṃ': 3}"
"sasakkaṃ"	"ind"	""	"√sak 4 (be able, powerful)"	""	"28"	"{'sasakkaṃ': 28}"
"sāṭheyya"	"nt"	""	"√saṭh 1 (deceive)"	"a nt"	"28"	"{'sāṭheyyaṃ': 10, 'sāṭheyyassa': 10, 'sāṭheyyāni': 5, 'sāṭheyyena': 3}"
"saupanisa"	"adj"	""	"√si 1 (depend on, associate with)"	"a adj"	"28"	"{'saupanisaṃ': 18, 'saupaniso': 9, 'saupanise': 1}"
"sīdati"	"pr"	""	"√sad 1 (sink, sit, settle)"	"ati pr"	"28"	"{'sīdati': 11, 'sīdanti': 10, 'sīde': 4, 'sīdatha': 2, 'sīdate': 1}"
"soḷasaparikkhāra"	"adj"	""	""	"a adj"	"28"	"{'soḷasaparikkhārāya': 21, 'soḷasaparikkhāraṃ': 6, 'soḷasaparikkhārā': 1}"
"sudhammā"	"fem"	""	"√dhar 1 (hold, carry, endure)"	"ā fem"	"28"	"{'sudhammāyaṃ': 17, 'sudhammaṃ': 4, 'sudhammāya': 3, 'sudhammā': 2, 'sudhamme': 2}"
"sūla"	"nt"	""	""	"a nt"	"28"	"{'sūle': 17, 'sūlesu': 4, 'sūlaṃ': 3, 'sūlehi': 2, 'sūlā': 1, 'sūlasmiṃ': 1}"
"susu"	"adj"	""	""	"u adj"	"28"	"{'susū': 13, 'susu': 15}"
"susu"	"masc"	""	""	"u masc"	"28"	"{'susū': 13, 'susu': 15}"
"tāla"	"adj"	""	"√tal 8 (support, rest on)"	"a adj"	"28"	"{'tālassa': 14, 'tālo': 10, 'tālā': 4}"
"tāla"	"masc"	""	"√tal 8 (support, rest on)"	"a masc"	"28"	"{'tālassa': 14, 'tālo': 10, 'tālā': 4}"
"tantavāya"	"masc"	""	""	"a masc"	"28"	"{'tantavāyehi': 11, 'tantavāye': 11, 'tantavāyo': 3, 'tantavāyassa': 2, 'tantavāyaṃ': 1}"
"taramāna"	"prp"	""	"√tar 1 (cross)"	"māna prp"	"28"	"{'taramāno': 15, 'taramānānaṃ': 8, 'taramānassa': 4, 'taramānā': 1}"
"tāvatakena"	"ind"	""	""	""	"28"	"{'tāvatakena': 28}"
"tiropākāra"	"masc"	""	""	"a masc"	"28"	"{'tiropākāraṃ': 27, 'tiropākāre': 1}"
"upaṭṭhāna"	"nt"	""	"√ṭhā 1 (stand)"	"a nt"	"28"	"{'upaṭṭhānaṃ': 23, 'upaṭṭhānassa': 2, 'upaṭṭhānena': 1, 'upaṭṭhānāya': 1, 'upaṭṭhānamhi': 1}"
"vappa"	"masc"	""	"√vap 1 (sow, shave)"	"a masc"	"28"	"{'vappa': 18, 'vappo': 5, 'vappaṃ': 3, 'vappena': 2}"
"vāsi"	"fem"	""	""	"i fem"	"28"	"{'vāsī': 7, 'vāsīhi': 7, 'vāsiṃ': 6, 'vāsi': 6, 'vāsiyā': 2}"
"vāsī"	"adj"	""	"√vas 1 (live)"	"ī adj"	"28"	"{'vāsī': 7, 'vāsīhi': 7, 'vāsiṃ': 6, 'vāsi': 6, 'vāsiyā': 2}"
"vattamāna"	"nt"	""	"√vatt 1 (be, proceed)"	"a nt"	"28"	"{'vattamānā': 8, 'vattamāne': 7, 'vattamānāya': 4, 'vattamānamhi': 3, 'vattamānānaṃ': 3, 'vattamānassa': 2, 'vattamānesu': 1}"
"vedanāsamudaya"	"adj"	""	""	"a adj"	"28"	"{'vedanāsamudayo': 16, 'vedanāsamudayā': 5, 'vedanāsamudayaṃ': 5, 'vedanāsamudaye': 2}"
"vedanāsamudaya"	"masc"	""	""	"a masc"	"28"	"{'vedanāsamudayo': 16, 'vedanāsamudayā': 5, 'vedanāsamudayaṃ': 5, 'vedanāsamudaye': 2}"
"vicaranta"	"prp"	""	"√car 1 (move, walk)"	"anta prp"	"28"	"{'vicaranti': 11, 'vicaranto': 7, 'vicara': 6, 'vicarantaṃ': 2, 'vicarantā': 1, 'vicarantiyo': 1}"
"videha"	"masc"	""	""	"a masc"	"28"	"{'videhānaṃ': 15, 'videhesu': 8, 'videho': 2, 'videhā': 1, 'videhaṃ': 1, 'videhe': 1}"
"vigatavalāhaka"	"adj"	""	""	"a adj"	"28"	"{'vigatavalāhake': 27, 'vigatavalāhakaṃ': 1}"
"vipassati"	"pr"	""	"√dis 1 (see)"	"ati pr"	"28"	"{'vipassati': 25, 'vipassa': 2, 'vipassanti': 1}"
"vūpasantacitta"	"adj"	""	""	"a adj"	"28"	"{'vūpasantacitto': 22, 'vūpasantacittā': 5, 'vūpasantacittassa': 1}"
"paripūrenta"	"prp"	""	"√pūr 1 (fill, fulfil)"	"enta prp"	"28"	"'paripūrentī': 28}"
"abbhakkhāna"	"nt"	""	"√khā 1 (tell, announce)"	"a nt"	"27"	"{'abbhakkhānaṃ': 27}"
"abhinivajjetvā"	"abs"	""	"√vajj 8 (turn, avoid)"	""	"27"	"{'abhinivajjetvā': 27}"
"adanta"	"pp"	""	"√dam 3 (be tame)"	"a pp"	"27"	"{'adantaṃ': 11, 'adantā': 10, 'adanto': 3, 'adantānaṃ': 3}"
"adati"	"pr"	""	"√ad 1 (eat)"	"ati pr"	"27"	"{'adantaṃ': 11, 'adeyya': 5, 'ada': 4, 'adanti': 4, 'adissatha': 2, 'adeyyuṃ': 1}"
"ahitānukampī"	"adj"	""	""	"ī adj"	"27"	"{'ahitānukampī': 20, 'ahitānukampissa': 6, 'ahitānukampinī': 1}"
"ajini"	"aor"	""	"√ji 5 (conquer)"	"i aor"	"27"	"{'ajini': 8, 'ajinaṃ': 15, 'ajino': 2, 'ajinī': 1, 'ajinā': 1}"
"akālena"	"ind"	""	"√kal 8 (spend time)"	""	"27"	"{'akālena': 27}"
"ākiṇṇa"	"pp"	""	"√kir 1 (scatter, sprinkle)"	"a pp"	"27"	"{'ākiṇṇo': 22, 'ākiṇṇā': 2, 'ākiṇṇaṃ': 2, 'ākiṇṇāni': 1}"
"anāmaya"	"adj"	""	""	"a adj"	"27"	"{'anāmayaṃ': 26, 'anāmayā': 1}"
"ananulomika"	"adj"	""	""	"a adj"	"27"	"{'ananulomikaṃ': 16, 'ananulomikena': 7, 'ananulomike': 2, 'ananulomikesu': 1, 'ananulomikāya': 1}"
"anavaya"	"adj"	""	"√yu 1 (unite, fasten)"	"a adj"	"27"	"{'anavayo': 27}"
"antaradhāpeti"	"pr"	""	"√dhā 1 (place, support)"	"eti pr"	"27"	"{'antaradhāpeti': 22, 'antaradhāpeyya': 3, 'antaradhāpenti': 2}"
"antare"	"ind"	""	""	""	"27"	"{'antare': 27}"
"anupahata"	"masc"	""	"√han 1 (strike, kill)"	"a masc"	"27"	"{'anupahataṃ': 26, 'anupahato': 1}"
"anupahata"	"pp"	""	"√han 1 (strike, kill)"	"a pp"	"27"	"{'anupahataṃ': 26, 'anupahato': 1}"
"āpajjita"	"pp"	""	"√pad 3 (go, step)"	"a pp"	"27"	"{'āpajjitā': 27}"
"āpajjitar"	"masc"	""	"√pad 3 (go, step)"	"ar masc"	"27"	"{'āpajjitā': 27}"
"apariññāta"	"pp"	""	"√ñā 5 (know)"	"a pp"	"27"	"{'apariññātaṃ': 25, 'apariññātā': 2}"
"ārambhavatthu"	"nt"	"comp"	""	"u nt"	"27"	"{'ārambhavatthu': 24, 'ārambhavatthūni': 3}"
"ārāmika"	"adj"	""	"√ram 1 (delight, please)"	"a adj"	"27"	"{'ārāmiko': 16, 'ārāmikaṃ': 6, 'ārāmikassa': 4, 'ārāmika': 1}"
"ārāmika"	"masc"	""	"√ram 1 (delight, please)"	"a masc"	"27"	"{'ārāmiko': 16, 'ārāmikaṃ': 6, 'ārāmikassa': 4, 'ārāmika': 1}"
"araññāyatana"	"nt"	""	""	"a nt"	"27"	"{'araññāyatanāni': 13, 'araññāyatane': 12, 'araññāyatanaṃ': 2}"
"atimāna"	"masc"	""	"√man 3 (think)"	"a masc"	"27"	"{'atimāno': 12, 'atimānassa': 10, 'atimānaṃ': 3, 'atimāne': 2}"
"atirocati"	"pr"	""	"√ruc 1 (shine, like)"	"ati pr"	"27"	"{'atirocati': 19, 'atirocanti': 6, 'atirocasi': 2}"
"attadīpa"	"adj"	""	""	"a adj"	"27"	"{'attadīpā': 13, 'attadīpo': 12, 'attadīpānaṃ': 1, 'attadīpena': 1}"
"bhagga"	"nt"	""	"√bhaj 1 (divide, distribute)"	"a nt"	"27"	"{'bhaggesu': 20, 'bhaggā': 4, 'bhaggaṃ': 2, 'bhagga': 1}"
"bhagga"	"pp"	""	"√bhañj 1 (break, destroy)"	"a pp"	"27"	"{'bhaggesu': 20, 'bhaggā': 4, 'bhaggaṃ': 2, 'bhagga': 1}"
"bhāvesi"	"aor"	""	"√bhū 1 (be)"	"esi aor"	"27"	"{'bhāvesi': 16, 'bhāvesiṃ': 11}"
"byābādheti"	"pr"	""	"√bādh 1 (press, oppress)"	"eti pr"	"27"	"{'byābādhemi': 11, 'byābādhenti': 12, 'byābādheti': 3, 'byābādhema': 1}"
"cajati"	"pr"	""	"√caj 1 (give up, let go)"	"ati pr"	"27"	"{'caje': 9, 'cajanti': 3, 'cajati': 3, 'cajāma': 2, 'cajissāmi': 2, 'cajantaṃ': 2, 'cajāmi': 2, 'cajetha': 2, 'cajeyyuṃ': 1, 'cajasi': 1}"
"chandarāgaṭṭhāniya"	"adj"	""	""	"a adj"	"27"	"{'chandarāgaṭṭhāniye': 24, 'chandarāgaṭṭhāniyānaṃ': 3}"
"datti"	"fem"	""	"√dā 1 (give)"	"i fem"	"27"	"{'dattīhi': 18, 'dattiyā': 9}"
"dhi"	"ind"	""	""	""	"27"	"{'dhi': 27}"
"dussa"	"nt"	""	""	"a nt"	"27"	"{'dussaṃ': 9, 'dussānaṃ': 8, 'dussāni': 8, 'dussehi': 1, 'dussa': 1}"
"ekanta"	"adj"	""	""	"a adj"	"27"	"{'ekantaṃ': 25, 'ekantato': 1, 'ekanto': 1}"
"ekantaparipuṇṇa"	"adj"	""	""	"a adj"	"27"	"{'ekantaparipuṇṇaṃ': 27}"
"ekantaparisuddha"	"adj"	""	""	"a adj"	"27"	"{'ekantaparisuddhaṃ': 27}"
"gahapatiratana"	"nt"	""	""	"a nt"	"27"	"{'gahapatiratanaṃ': 24, 'gahapatiratanassa': 3}"
"gārava"	"masc"	""	"√gar 1 (esteem, be heavy)"	"a masc"	"27"	"{'gāravo': 21, 'gāravā': 2, 'gāravena': 1, 'gāravaṃ': 3}"
"gedha"	"masc"	""	"√gidh 3 (be greedy)"	"a masc"	"27"	"{'gedhaṃ': 15, 'gedhamhā': 11, 'gedho': 1}"
"geha"	"nt"	""	"√gah 6 (grasp)"	"a nt"	"27"	"{'gehaṃ': 18, 'gehe': 6, 'gehā': 1, 'gehato': 1, 'gehāni': 1}"
"gimhā"	"masc"	""	""	"a masc pl"	"27"	"{'gimhānaṃ': 23, 'gimhe': 2, 'gimhesu': 1, 'gimhā': 1}"
"goghātaka"	"masc"	""	""	"a masc"	"27"	"{'goghātako': 26, 'goghātakā': 1}"
"hānabhāgiya"	"adj"	""	""	"a adj"	"27"	"{'hānabhāgiyā': 23, 'hānabhāgiyo': 4}"
"icchānaṅgala"	"masc"	""	""	"a masc"	"27"	"{'icchānaṅgale': 17, 'icchānaṅgalaṃ': 10}"
"issarā"	"masc"	""	"√īs 3 (have power)"	"a masc pl"	"27"	"{'issarā': 8, 'issare': 3, 'issara': 15, 'issarānaṃ': 1}"
"ittaraṃ"	"ind"	""	""	""	"27"	"{'ittaraṃ': 27}"
"kāmasukha"	"nt"	""	""	"a nt"	"27"	"{'kāmasukhaṃ': 20, 'kāmasukhā': 6, 'kāmasukhassa': 1}"
"kappāvasesa"	"masc"	""	""	"a masc"	"27"	"{'kappāvasesaṃ': 27}"
"kappāvasesaṃ"	"ind"	""	""	""	"27"	"{'kappāvasesaṃ': 27}"
"kappesi"	"aor"	""	"√kapp 1 (be fit, be suitable)"	"esi aor"	"27"	"{'kappesi': 25, 'kappesuṃ': 2}"
"kevaṭṭaputta"	"masc"	""	""	"a masc"	"27"	"{'kevaṭṭaputtaṃ': 12, 'kevaṭṭaputto': 11, 'kevaṭṭaputtassa': 4}"
"khayañāṇa"	"nt"	""	""	"a nt"	"27"	"{'khayañāṇāya': 27}"
"kiṇāti"	"pr"	""	"√kī 5 (buy)"	"āti pr"	"27"	"{'kiṇātha': 20, 'kiṇanti': 2, 'kiṇāmi': 2, 'kiṇeyyaṃ': 1, 'kiṇāhi': 1, 'kiṇe': 1}"
"koliya"	"masc"	""	""	"a masc"	"27"	"{'koliyānaṃ': 19, 'koliyesu': 6, 'koliyaṃ': 1, 'koliyā': 1}"
"koṇḍañña"	"masc"	""	""	"a masc"	"27"	"{'koṇḍañño': 16, 'koṇḍañña': 7, 'koṇḍaññassa': 2, 'koṇḍaññā': 1, 'koṇḍaññaṃ': 1}"
"kubbanta"	"prp"	""	"√kar 7 (do, make)"	"anta prp"	"27"	"{'kubbati': 13, 'kubbanti': 5, 'kubbataṃ': 4, 'kubbato': 2, 'kubbaṃ': 2, 'kubbantaṃ': 1}"
"kucchi"	"fem"	""	"√kus 1 (fill, enfold)"	"i fem"	"27"	"{'kucchiṃ': 23, 'kucchi': 4}"
"kummāsa"	"masc"	""	""	"a masc"	"27"	"{'kummāsaṃ': 14, 'kummāso': 11, 'kummāse': 1, 'kummāsā': 1}"
"kuṭhārī"	"fem"	""	""	"ī fem"	"27"	"{'kuṭhāriṃ': 10, 'kuṭhārīhi': 7, 'kuṭhārī': 6, 'kuṭhāriyā': 3, 'kuṭhāri': 1}"
"maga"	"masc"	""	""	"a masc"	"27"	"{'mago': 16, 'magā': 5, 'mage': 4, 'magānaṃ': 2}"
"mahānāga"	"masc"	""	""	"a masc"	"27"	"{'mahānāgā': 14, 'mahānāgo': 5, 'mahānāgaṃ': 4, 'mahānāgānaṃ': 2, 'mahānāge': 1, 'mahānāga': 1}"
"mahāsadda"	"adj"	""	""	"a adj"	"27"	"{'mahāsaddā': 20, 'mahāsaddaṃ': 5, 'mahāsaddo': 2}"
"mahāsadda"	"masc"	""	""	"a masc"	"27"	"{'mahāsaddā': 20, 'mahāsaddaṃ': 5, 'mahāsaddo': 2}"
"mahatta"	"adj"	""	"√mah 1 (increase)"	"a adj"	"27"	"{'mahattaṃ': 16, 'mahatto': 5, 'mahattehi': 2, 'mahattā': 1, 'mahattena': 1, 'mahattebhi': 1, 'mahatte': 1}"
"megha"	"masc"	""	"√migh 1 (sprinkle, shower)"	"a masc"	"27"	"{'meghā': 13, 'megho': 6, 'meghena': 4, 'meghassa': 3, 'meghe': 1}"
"micchāñāṇa"	"nt"	""	""	"a nt"	"27"	"{'micchāñāṇaṃ': 19, 'micchāñāṇe': 3, 'micchāñāṇassa': 3, 'micchāñāṇena': 1, 'micchāñāṇamhā': 1}"
"migajāla"	"masc"	""	""	"a masc"	"27"	"{'migajāla': 17, 'migajālo': 9, 'migajālena': 1}"
"mohapariyuṭṭhita"	"adj"	""	""	"a adj"	"27"	"{'mohapariyuṭṭhitaṃ': 27}"
"nacca"	"nt"	""	"√nat 3 (dance, act)"	"a nt"	"27"	"{'naccehi': 11, 'naccaṃ': 9, 'nacce': 4, 'naccena': 2, 'nacca': 1}"
"nānaṃ"	"ind"	""	""	""	"27"	"{'nānaṃ': 27}"
"nānatta"	"adj"	""	""	"a adj"	"27"	"{'nānattaṃ': 14, 'nānattā': 8, 'nānattato': 3, 'nānattasmiṃ': 1, 'nānattena': 1}"
"nānatta"	"nt"	""	""	"a nt"	"27"	"{'nānattaṃ': 14, 'nānattā': 8, 'nānattato': 3, 'nānattasmiṃ': 1, 'nānattena': 1}"
"nandamātar"	"fem"	"comp"	""	"ar fem"	"27"	"{'nandamāte': 12, 'nandamātā': 10, 'nandamātaraṃ': 3, 'nandamātuyā': 2}"
"nekkhammasukha"	"nt"	""	""	"a nt"	"27"	"{'nekkhammasukhassa': 20, 'nekkhammasukhaṃ': 7}"
"niccharanta"	"prp"	""	"√car 1 (move, walk)"	"anta prp"	"27"	"{'niccharati': 11, 'niccharanti': 9, 'niccharantīsu': 6, 'niccharatī': 1}"
"nidānasambhava"	"masc"	""	""	"a masc"	"27"	"{'nidānasambhavo': 21, 'nidānasambhavaṃ': 6}"
"nindanta"	"prp"	""	"√nind 1 (blame, abuse)"	"anta prp"	"27"	"{'nindā': 12, 'nindaṃ': 6, 'nindati': 6, 'nindanti': 3}"
"nissita"	"pp"	""	"√si 1 (depend on, associate with)"	"a pp"	"27"	"{'nissito': 15, 'nissitā': 7, 'nissitassa': 4, 'nissitaṃ': 1}"
"okkamanta"	"prp"	""	"√kam 1 (go)"	"anta prp"	"27"	"{'okkamati': 19, 'okkamantassa': 2, 'okkamantiyā': 2, 'okkamanti': 1, 'okkamantānaṃ': 1, 'okkamante': 1, 'okkamanto': 1}"
"olambenta"	"prp"	""	"√lamb 1 (hang)"	"enta prp"	"27"	"{'olambentā': 12, 'olambento': 8, 'olambentī': 6, 'olambenti': 1}"
"paccanubhonta"	"prp"	""	"√bhū 1 (be)"	"onta prp"	"27"	"{'paccanubhonti': 9, 'paccanubhontānaṃ': 6, 'paccanubhontena': 5, 'paccanubhonto': 4, 'paccanubhontaṃ': 2, 'paccanubhontehi': 1}"
"paccuppannasukha"	"adj"	""	""	"a adj"	"27"	"{'paccuppannasukhaṃ': 25, 'paccuppannasukho': 2}"
"padabyañjana"	"nt"	""	""	"a nt"	"27"	"{'padabyañjanāni': 11, 'padabyañjanehi': 8, 'padabyañjanassa': 6, 'padabyañjanaṃ': 2}"
"palita"	"adj"	""	""	"a adj"	"27"	"{'palitāni': 22, 'palitaṃ': 3, 'palitā': 2}"
"palita"	"nt"	""	""	"a nt"	"27"	"{'palitāni': 22, 'palitaṃ': 3, 'palitā': 2}"
"pamuccati"	"pr"	""	"√muc 2 (release, free)"	"ati pr"	"27"	"{'pamuccati': 21, 'pamuccanti': 2, 'pamucce': 2, 'pamucceyya': 1, 'pamuccare': 1}"
"pāṇahara"	"adj"	""	""	"a adj"	"27"	"{'pāṇaharānaṃ': 22, 'pāṇaharā': 4, 'pāṇaharāhi': 1}"
"paññapesi"	"aor"	""	"√ñā 5 (know)"	"esi aor"	"27"	"{'paññapesi': 25, 'paññapesuṃ': 2}"
"parivajjayati"	"pr"	""	"√vajj 8 (turn, avoid)"	"ati pr"	"27"	"{'parivajjaye': 12, 'parivajjayeyya': 4, 'parivajjayassu': 3, 'parivajjayanti': 3, 'parivajjayāma': 2, 'parivajjayetha': 1, 'parivajjayate': 1, 'parivajjaya': 1}"
"patti"	"masc"	""	"√pad 3 (go, step)"	"i masc"	"27"	"{'pattī': 14, 'patti': 6, 'pattiṃ': 4, 'pattibhi': 2, 'pattinaṃ': 1}"
"pemanīya"	"adj"	""	"√pī 5 (love, please)"	"a adj"	"27"	"{'pemanīyā': 20, 'pemanīyo': 4, 'pemanīyaṃ': 3}"
"phassasamudaya"	"adj"	""	""	"a adj"	"27"	"{'phassasamudayā': 22, 'phassasamudayo': 4, 'phassasamudayaṃ': 1}"
"phassasamudaya"	"masc"	""	""	"a masc"	"27"	"{'phassasamudayā': 22, 'phassasamudayo': 4, 'phassasamudayaṃ': 1}"
"phassati"	"pr"	""	"√phus 1 (touch)"	"ati pr"	"27"	"{'phasse': 20, 'phassa': 7}"
"piyavādī"	"adj"	""	""	"ī adj"	"27"	"{'piyavādī': 22, 'piyavādinī': 5}"
"porāṇā"	"masc"	""	""	"a masc pl"	"27"	"{'porāṇe': 15, 'porāṇānaṃ': 7, 'porāṇā': 5}"
"purebhatta"	"nt"	""	""	"a nt"	"27"	"{'purebhattaṃ': 27}"
"purebhattaṃ"	"ind"	""	""	""	"27"	"{'purebhattaṃ': 27}"
"sabbassa"	"nt"	""	""	"a nt"	"27"	"{'sabbassa': 27}"
"saddhammagaru"	"adj"	""	""	"u adj"	"27"	"{'saddhammagaru': 23, 'saddhammagaruno': 4}"
"sahetu"	"adj"	""	""	"u adj"	"27"	"{'sahetū': 15, 'sahetu': 12}"
"sakadāgāmiphala"	"nt"	""	""	"a nt"	"27"	"{'sakadāgāmiphalaṃ': 25, 'sakadāgāmiphalassa': 2}"
"sālavana"	"nt"	""	""	"a nt"	"27"	"{'sālavanaṃ': 14, 'sālavane': 12, 'sālavanasmiṃ': 1}"
"saḷāyatanapaccayā"	"ind"	""	""	""	"27"	"{'saḷāyatanapaccayā': 27}"
"samādapetabba"	"ptp"	""	"√ādā 3 (take, seize)"	"a ptp"	"27"	"{'samādapetabbā': 27}"
"sammukhībhūta"	"adj"	""	""	"a adj"	"27"	"{'sammukhībhūto': 10, 'sammukhībhūte': 8, 'sammukhībhūtā': 8, 'sammukhībhūtaṃ': 1}"
"samucchinna"	"pp"	""	"√chid 2 (cut, steal)"	"a pp"	"27"	"{'samucchinno': 16, 'samucchinnā': 9, 'samucchinnaṃ': 2}"
"saṃvaṭṭakappa"	"masc"	""	""	"a masc"	"27"	"{'saṃvaṭṭakappe': 27}"
"saṃvigga"	"adj"	""	"√vij 3 (shake, be afraid, be in awe)"	"a adj"	"27"	"{'saṃviggo': 17, 'saṃviggā': 6, 'saṃviggassa': 2, 'saṃviggaṃ': 2}"
"saṅkhalikhita"	"adj"	""	""	"a adj"	"27"	"{'saṅkhalikhitaṃ': 27}"
"sānuvajja"	"adj"	""	"√vad 1 (say, speak)"	"a adj"	"27"	"{'sānuvajjo': 27}"
"seṭṭhi"	"masc"	""	""	"i masc"	"27"	"{'seṭṭhi': 15, 'seṭṭhissa': 5, 'seṭṭhinā': 4, 'seṭṭhiṃ': 2, 'seṭṭhī': 1}"
"seṭṭhī"	"masc"	""	""	"ī masc"	"27"	"{'seṭṭhi': 15, 'seṭṭhissa': 5, 'seṭṭhinā': 4, 'seṭṭhiṃ': 2, 'seṭṭhī': 1}"
"sīsaṃnhāta"	"adj"	""	""	"a adj"	"27"	"{'sīsaṃnhāto': 10, 'sīsaṃnhātassa': 7, 'sīsaṃnhātā': 6, 'sīsaṃnhātaṃ': 3, 'sīsaṃnhātānaṃ': 1}"
"sujātā"	"fem"	""	""	"ā fem"	"27"	"{'sujātā': 17, 'sujātaṃ': 4, 'sujāte': 4, 'sujātāya': 1, 'sujātānaṃ': 1}"
"sukkavipāka"	"adj"	""	""	"a adj"	"27"	"{'sukkavipākaṃ': 25, 'sukkavipākā': 2}"
"supina"	"nt"	""	"√sup 1 (lie down, sleep)"	"a nt"	"27"	"{'supinaṃ': 8, 'supinā': 9, 'supine': 6, 'supinena': 3, 'supinehi': 1}"
"tahaṃ"	"ind"	""	""	""	"27"	"{'tahaṃ': 27}"
"tathābhūta"	"adj"	""	""	"a adj"	"27"	"{'tathābhūtassa': 20, 'tathābhūto': 6, 'tathābhūtaṃ': 1}"
"thāmasā"	"ind"	""	"√ṭhā 1 (stand)"	""	"27"	"{'thāmasā': 27}"
"theta"	"adj"	""	"√ṭhā 1 (stand)"	"a adj"	"27"	"{'theto': 13, 'thetato': 12, 'thetā': 2}"
"ticīvara"	"nt"	""	""	"a nt"	"27"	"{'ticīvarena': 18, 'ticīvaraṃ': 9}"
"tiropākāraṃ"	"ind"	""	""	""	"27"	"{'tiropākāraṃ': 27}"
"uccāsadda"	"adj"	""	""	"a adj"	"27"	"{'uccāsaddā': 20, 'uccāsaddaṃ': 5, 'uccāsaddo': 2}"
"uccāsadda"	"masc"	""	""	"a masc"	"27"	"{'uccāsaddā': 20, 'uccāsaddaṃ': 5, 'uccāsaddo': 2}"
"ukkhipati"	"pr"	""	"√khip 1 (throw)"	"ati pr"	"27"	"{'ukkhipa': 14, 'ukkhipati': 8, 'ukkhipissāmi': 4, 'ukkhipe': 1}"
"upaccagā"	"imperf"	""	"√gam 1 (go)"	"ā imperf"	"27"	"{'upaccagā': 25, 'upaccagaṃ': 1, 'upaccaguṃ': 1}"
"upādisesa"	"masc"	""	""	"a masc"	"27"	"{'upādisese': 27}"
"uparipabbata"	"masc"	""	""	"a masc"	"27"	"{'uparipabbate': 25, 'uparipabbataṃ': 2}"
"usabha"	"masc"	""	""	"a masc"	"27"	"{'usabhā': 14, 'usabho': 7, 'usabhaṃ': 3, 'usabhehi': 2, 'usabhassa': 1}"
"vassāvāsa"	"masc"	""	""	"a masc"	"27"	"{'vassāvāsaṃ': 24, 'vassāvāso': 3}"
"vedanāgata"	"adj"	""	""	"a adj"	"27"	"{'vedanāgataṃ': 27}"
"vibbhantacitta"	"adj"	""	""	"a adj"	"27"	"{'vibbhantacittā': 13, 'vibbhantacitto': 9, 'vibbhantacittaṃ': 4, 'vibbhantacitte': 1}"
"vijjāvimutti"	"fem"	""	""	"i fem"	"27"	"{'vijjāvimuttiṃ': 21, 'vijjāvimuttiyā': 6}"
"vinayavādī"	"adj"	""	""	"ī adj"	"27"	"{'vinayavādī': 27}"
"visamaṃ"	"ind"	""	""	""	"27"	"{'visamaṃ': 27}"
"visesabhāgiya"	"adj"	""	""	"a adj"	"27"	"{'visesabhāgiyā': 23, 'visesabhāgiyo': 4}"
