ID	Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Phonetic Changes	Derivative	Suffix	Compound	Compound Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Notes SBS	Notes RU	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Source4	Sutta4	Example4	Pali chant 4	English chant 4	Chapter 4	Index	Stem	Pattern	Test	class	count	audio	DPD	Pāli-old	eng-old	move	sync	no. for class filter	Feedback
67326	vimutti	ss	1	fem		vimuñcati					freedom; liberation; release; deliverance			√muc 2 ṃa (to release, free)		vi + √muc + ti		kita	ti			vimukti	√muc						SN 56.11	dhammacakkappavattanasuttaṃ	ñāṇañ'ca pana me dassanaṃ udapādi, akuppā me <b>vimutti</b>, ayam'antimā jāti, n'atthidāni punabbhavo'ti.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings	SN 46.3	sīlasuttaṃ	ye te, bhikkhave, bhikkhū sīlasampannā samādhisampannā ñāṇasampannā <b>vimutti</b>sampannā <b>vimutti</b>ñāṇadassanasampannā,	Satta-sambojjhaṅgā	The Seven Factors of Awakening	Teachings													17n	vimutt	i fem	15	8	131	[sound:vimutti.mp3]	√√	vimutti	release; deliverance; freedom; liberation			3328	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vimutti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
67712	vipāka 1	pp	1	masc		vipaccati					(of actions) result; outcome; consequence; fruit; lit. ripening			√pac 1 a (to cook, mature, ripen)		vi + √pac > pāk + *a	a > ā<br/>c > k	kita	*a			vipāka	√pṛc						MN 20	vitakkasaṇṭhānasuttaṃ	bhikkhunā tesaṃ vitakkānaṃ ādīnavo upaparikkhitabbo, iti'pi'me vitakkā akusalā, iti'pi'me vitakkā sāvajjā, iti'pi'me vitakkā dukkha<b>vipākā</b>'ti.				AN 3.101	loṇakapallasuttaṃ	yo ca kho, bhikkhave, evaṃ vadeyya, yathā yathā vedanīyaṃ ayaṃ puriso kammaṃ karoti tathā tathāssa <b>vipākaṃ</b> paṭisaṃvediyatī'ti																	vipāk	a masc	15	2	388	[sound:vipāka.mp3]	√√	vipāka 1	result; consequence; lit. ripening			3347	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vipāka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
67795	vipassanā	p	1	fem	abstr	vipassati					insight; penetrating internal vision; introspection; lit. seeing distinctly			√dis 1 a (to see)	√dis + a > disa > passa (irreg)	vi + passa + anā		kita	anā			vipaśyanā	√dṛś		(ANa) <b>vipassanā</b>'ti saṅkhārapariggāhakañāṇaṃ.<br/>(DSa) anicc'ādivasena vividhena ākārena passatī'ti <b>vipassanā</b>				AN 4.147	dutiyakālasuttaṃ	kālena dhammassavanaṃ, kālena dhammasākacchā, kālena sammasanā, kālena <b>vipassanā</b>, ime kho, bhikkhave, cattāro kālā sammā bhāviyamānā sammā anuparivattiyamānā anupubbena āsavānaṃ khayaṃ pāpenti.																							vipassan	ā fem	15	7	59	[sound:vipassanā.mp3]	√√	vipassanā	insight; penetrating internal vision; introspection; lit. distinct seeing			3351	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vipassanā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
68569	vitakka 1	ps	1	masc		vitakketi					thought; reflection; pondering			√takk 8 *e (to think)		vi + √takk + a		kita	a			vitarka	√tark						MN 20	vitakkasaṇṭhānasuttaṃ	tesaṃ <b>vitakkānaṃ</b> <b>vitakka</b>saṅkhārasaṇṭhānaṃ manasikaroto ye pāpakā akusalā <b>vitakkā</b> chand'ūpasaṃhitā'pi dos'ūpasaṃhitā'pi moh'ūpasaṃhitā'pi te pahīyanti				DN 22.18	mahāsatipaṭṭhānasuttaṃ	<b>vitakka</b>vicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati.	Ariy’aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings													21n	vitakk	a masc	15	2	171	[sound:vitakka.mp3]	√√	vitakka 1	thought; reflection; pondering			3386	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vitakka 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
66805	vijjā 1	ss	1	fem		√vid					knowledge; wisdom; understanding			√vid 3 ya (to know, understand)		√vid + yā	dy > jj	kita	yā			vidyā	√vid						SNP 22	uṭṭhānasuttaṃ<br/>cūḷavaggo 1	pamādo rajo pamādo, pamād'ānupatito rajo, <br/>appamādena <b>vijjāya</b>, abbahe sallam'attano'ti.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses	SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho <b>vijjā</b>caraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh’ābhitthuti	Homage to the Buddha	Homage to the Triple Gem													02n	vijj	ā fem	15	7	338	[sound:vijjā.mp3]	√√	vijjā 1	knowledge; wisdom; understanding			3318	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vijjā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56654	soracca	pn	1	nt	abstr	sorata					kindness; gentleness; compassion; (comm) good conduct; lit. gentle state			√ram 1 a (to delight, please)		su > so + √ram + ta + *ya<br/>surata + *ya	u > o<br/>mt > t<br/>ty > cc	taddhita	*ya			sūrata	√ram		(ANa) <b>soraccan</b>'ti sucisīlaṃ				TH 247	udāyittheragāthā	nāgaṃ vo kittayissāmi,<br/>na hi āguṃ karoti so,<br/><b>soraccaṃ</b> avihiṃsā ca,<br/>pādā nāgassa te duve.				AN 4.61	pattakammasuttaṃ	samaṇabrāhmaṇā madappamādā paṭiviratā khanti<b>soracce</b> niviṭṭhā ekam'attānaṃ damenti, ekam'attānaṃ samenti, ekam'attānaṃ parinibbāpenti,																	soracc	a nt	15		10	[sound:soracca.mp3]	√√	soracca	kindness; gentleness; (comm) good conduct; lit. gentle state		11	2823	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=soracca&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56693	sotāpanna 1	p	1	adj	comp						who has entered the stream; entered the first stage of the path					sota + āpanna				dutiyā tappurisa	sot<b>aṃ</b> + āpanna	srotaāpanna							SN 12.41	pañcaverabhayasuttaṃ	so ākaṅkhamāno attanā'va attānaṃ byākareyya  khīṇanirayo'mhi khīṇatiracchānayoni khīṇapettivisayo khīṇ'āpāyaduggativinipāto <b>sot'āpanno</b>'ham'asmi avinipātadhammo niyato sambodhiparāyaṇo'ti																							sotāpann	a adj	15			[sound:sotāpanna.mp3]	√√	sotāpanna 1	who has entered the stream; entered the first stage of the path			2826	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sotāpanna 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56707	sotāpatti	pn	1	fem	comp						stream entry; first stage of the path					sota + āpatti				dutiyā tappurisa	sot<b>aṃ</b> + āpatti	srotaāpatti							DHP 178	lokavaggo	pathabyā ekarajjena, saggassa gamanena vā, <br/>sabbalok'ādhipaccena, <b>sot'āpatti</b>phalaṃ varaṃ.																SN 25.1	cakkhusuttaṃ	abhabbo'va tāva kālaṃ kātuṃ yāva na <b>sot'āpatti</b>phalaṃ sacchikaroti.					sotāpatt	i fem	15			[sound:sotāpatti.mp3]	√	sotāpatti	stream entry; first stage of enlightenment			2827	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sotāpatti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
55500	sekhiya 1	p	1	adj	ptp	sikkhati					related to training; to be practised; lit. to be trained			√sikkh 1 a (to learn, train)		√sikkh > sekh + *iya	i > e	kicca	*iya			śaikṣa	√śikṣ						VIN PAT SK	sekhiyā	ime kho pan'āyasmanto <b>sekhiyā</b> dhammā uddesaṃ āgacchanti.																							sekhiy	a adj	15			[sound:sekhiya.mp3]	√√	sekhiya 1	related to training; to be practised		11	2773	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sekhiya 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
58008	sutta 2.1	ps	1	nt		√siv					scripture; discourse; sacred text; lit. thread			√siv 3 ya (to sew)		√siv > suv + ta	i > u<br/>v > t	kita	ta			sūtra	√siv √sīv		(MNa) ubhatovibhaṅganiddesakhandhakaparivārā, suttanipāte maṅgalasuttaratanasuttanālakasuttatuvaṭṭakasuttāni, aññam'pi ca suttanāmakaṃ tathāgatavacanaṃ <b>suttan</b>'ti veditabbaṃ.	"other possible derivations that have been suggested are <br/>√su 4 ṇā (hear) + ta<br/>su + √vac > vak > uk + ta ""well said"""			MN 22	alagaddūpamasuttaṃ	idha ekacce moghapurisā dhammaṃ pariyāpuṇanti—<b>suttaṃ</b>, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.				AN 4.180	mahāpadesasuttaṃ	anabhinanditvā appaṭikkositvā tāni padabyañjanāni sādhukaṃ uggahetvā <b>sutte</b> otāretabbāni, vinaye sandassetabbāni.	Cattāro mahāpadesā	The Four Great References	Teachings													25n	sutt	a nt	15	9	252	[sound:sutta.mp3]	√√	sutta 4	scripture; discourse; sacred text; lit. thread			2887	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sutta 2.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57560	suñña 2	ps	1	adj							empty; uninhabited											śūnya, śūna							SN 35.238	āsīvisopamasuttaṃ	so passeyya <b>suññaṃ</b> gāmaṃ. yaññad'eva gharaṃ paviseyya rittakaññ'eva paviseyya tucchakaññ'eva paviseyya suññakaññ'eva paviseyya.																AN 10.48	pabbajitābhiṇhasuttaṃ	kacci nu kho'haṃ <b>suññ</b>'āgāre abhiramāmī'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections	34n	suññ	a adj	15	11	129	[sound:suñña.mp3]	√	suñña 2	empty; uninhabited			2872	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=suñña 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
55968	sīla 1	ps	1	nt		√sīl					ethical conduct; virtue; moral integrity			√sīl 1 a (to conduct oneself)		√sīl + a		kita	a			śīla	√śīl						DN-a 1.2	brahmajālasuttaṃ	kikī'va aṇḍaṃ, camarī'va vāladhiṃ. piyaṃ'va puttaṃ, <br/>nayanaṃ'va ekakaṃ. tath'eva <b>sīlaṃ</b>, anurakkhamānā.				MJG		dānaṃ dadantu saddhāya, <b>sīlaṃ</b> rakkhantu sabbadā, bhāvan'ābhiratā hontu, gacchantu devatāgatā.	Devatā-uyyojana-gāthā		Protective Recitations													59n	sīl	a nt	15	9	723	[sound:sīla.mp3]	√√	sīla 1	ethical conduct; moral integrity			2795	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sīla 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56109	sīmā 2	ps	1	fem							(vinaya) boundary in which legal procedures are performed											sīmā			(VINa) <b>sīmaṃ sammannatī</b>'ti navaṃ sīmaṃ bandhati. kurundiyaṃ pana udak'ukkhepaparicchindane'pi dukkaṭaṃ vuttaṃ.				VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	sabb'antimena paricchedena cattāro bhikkhū pakatattā, saṅghena anukkhittā, te ca kho hatthapāsaṃ avijahitvā eka<b>sīmayaṃ</b> ṭhitā.				PAT PK	dhammayuttika-pubbakicca	chand'āharaṇapārisuddhiāharaṇāni, pana imissaṃ <b>sīmāyaṃ</b> hatthapāsaṃ vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.	Pubbakicca	Preliminary duty	International Pātimokkha													80n	sīm	ā fem	15		20	[sound:sīmā.mp3]	√√	sīmā 2	(vinaya) boundary in which legal procedures are performed; legal territory			2799	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sīmā 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
a001	sāsanarakkha	s	1	masc	comp						guardian of the Buddha's Teaching; protector of the Message of the Buddha					sāsana + ārakkha						śāsana + ārakṣa																														SBS	00n	sāsanarakkh	a masc	15			[sound:sāsanarakkha.mp3]		sāsanarakkha	guardian of the Buddha's Teaching; protector of the Message of the Buddha				"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sāsanarakkha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
52938	saṃyojana 1	pp	1	nt		saṃyojeti		caus			fetter; chain; bond; thing which binds; lit. yoking together			√yuj 2 *e (to yoke, join)	√yuj + *e > yoje (caus)	saṃ + yoje + ana	u > o	kita	ana			saṃyojana	√yuj		(THa) <b>saṃyojanan</b>'ti vaṭṭadukkhena saddhiṃ santānaṃ saṃyojanato vaṭṭe osīdāpanasamatthaṃ dasavidham'pi saṃyojanaṃ.<br/>(SNa) <b>kiṃ su saṃyojano</b>'ti kiṃ saṃyojano kiṃ bandhano?				MN 10.13	mahāsatipaṭṭhānasuttaṃ	yathā ca uppannassa <b>saṃyojanassa</b> pahānaṃ hoti tañ'ca pajānāti, yathā ca pahīnassa <b>saṃyojanassa</b> āyatiṃ anuppādo hoti tañ'ca pajānāti.				SN 35.232	koṭṭhikasuttaṃ	kiṃ nu kho, āvuso sāriputta, cakkhu rūpānaṃ <b>saṃyojanaṃ</b>, rūpā cakkhussa <b>saṃyojanaṃ</b>																	saṃyojan	a nt	15	9	623	[sound:saṃyojana.mp3]	√√	saṃyojana 1	fetter; chain; bond; thing which binds; lit. yoking together			2653	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṃyojana 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
52101	sampajañña	pp	1	nt	abstr	sampajāna					attentiveness; clear awareness; full comprehension			√ñā 5 nā (to know)	√ñā + nā > jānā	saṃ + pa + jānā + ya<br/>sampajāna + ya	ṃ > m<br/>ñ > j	taddhita	ya			samprajñā	√jñā						AN 10.61	avijjāsuttaṃ	sati<b>sampajaññam</b>'p'āhaṃ, bhikkhave, sāhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro sati<b>sampajaññassa</b>? yonisomanasikāro'ti'ssa vacanīyaṃ.				AN 8.74	dutiya maraṇassatisuttaṃ	seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca <b>sampajaññañ</b>'ca kareyya.																	sampajaññ	a nt	15		35	[sound:sampajañña.mp3]	√√	sampajañña	attentiveness; clear awareness; clear comprehension			2619	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sampajañña&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
49685	saddhā 1	ps	1	fem		saddahati					faith (in); belief (in); trust (in); lit. putting heart			√dhā 1 a (to place, support)		sad + √dhā + ā		kita	ā			śrāddha	√dhā						DHP 144	daṇḍavaggo	asso yathā bhadro kasāniviṭṭho, ātāpino saṃvegino bhavātha,<br/><b>saddhāya</b> sīlena ca vīriyena ca, samādhinā dhammavinicchayena ca,<br/>sampannavijjācaraṇā patissatā, jahissatha dukkham'idaṃ anappakaṃ.				MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā tathāgate <b>saddhaṃ</b> paṭilabhati. so tena <b>saddhā</b>paṭilābhena samannāgato iti paṭisañcikkhati	Anupubba-sikkhā	The Gradual Training	Teachings													18n	saddh	ā fem	15	7	503	[sound:saddhā.mp3]	√√	saddhā 1	faith (in); belief (in); trust (in); lit. putting heart			2487	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saddhā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
54945	satipaṭṭhāna 1	ps	1	masc	comp						attending mindfully; being present with mindfulness					sati + upaṭṭhāna				chaṭṭhī tappurisa	sat<b>iyā</b> + upaṭṭhāna	smṛtyupasthāna			(MNa) satiyā paṭṭhānaṃ <b>satipaṭṭhānaṃ</b>.	maybe sati + paṭṭhāna			MN 137	saḷāyatanavibhaṅgasuttaṃ	tayo <b>satipaṭṭhānā</b> yad'ariyo sevati yad'ariyo sevamāno satthā gaṇam'anusāsitum'arahati, so vuccati yoggācariyānaṃ anuttaro purisadammasārathī'ti				MN 118	ānāpānassatisuttaṃ	ānāpānassati bhikkhave bhāvitā bahulīkatā cattāro <b>satipaṭṭhāne</b> paripūreti	Ānāpānassati	Mindfulness of Breathing	Teachings													22n	satipaṭṭhān	a masc	15	2	321	[sound:satipaṭṭhāna.mp3]	√√	satipaṭṭhāna	establishing mindfulness; setting up attention; foundation of mindfulness			2742	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satipaṭṭhāna 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
53825	saññā 1	ps	1	fem		sañjānāti					perception; conception; recognition; third of the five aggregates			√ñā 5 nā (to know)		saṃ + √ñā + ā	ṃ > ñ	kita	ā			saṃjñā	√jñā						SN 22.79	khajjanīyasuttaṃ	nīlam'pi sañjānāti, pītakam'pi sañjānāti, lohitakam'pi sañjānāti, odātam'pi sañjānāti. sañjānātī'ti kho, bhikkhave, tasmā <b>saññā</b>'ti vuccati.				SN 22.59	anattalakkhaṇasuttaṃ	<b>saññā</b> anattā. <b>saññā</b> ca h'idaṃ, bhikkhave, attā abhavissa, na'y'idaṃ <b>saññā</b> ābādhāya saṃvatteyya, labbhetha ca <b>saññāya</b>, evaṃ me saññā hotu, evaṃ me <b>saññā</b> mā ahosī'ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas													38n	saññ	ā fem	15	7	765	[sound:saññā.mp3]	√√	saññā 1	perception; conception; recognition; third of the five aggregates			2684	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saññā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
53405	saṅghāṭi 1	ps	1	fem		saṅghaṭeti					outer robe; double robe; patchwork robe; lit. joined together			√ghaṭ 1 a (to join together)		saṃ + √ghaṭ > ghāṭ + *i	ṃ > ṅ<br/>a > ā	kita	*i			saṃghāṭi	√jhaṭ						MN 86	aṅgulimālasuttaṃ	atha kho āyasmā aṅgulimālo bhinnena sīsena, lohitena gaḷantena, bhinnena pattena, vipphālitāya <b>saṅghāṭiyā</b> yena bhagavā ten'upasaṅkami				MN 107	gaṇakamoggallānasuttaṃ	samiñjite pasārite sampajānakārī, <b>saṅghāṭi</b>pattacīvaradhāraṇe sampajānakārī, asite pīte khāyite sāyite sampajānakārī	Anupubba-sikkhā	The Gradual Training	Teachings													18n	saṅghāṭ	i fem	15	8	53	[sound:saṅghāṭi.mp3]	√√	saṅghāṭi 1	outer robe; double robe; patchwork robe; lit. joined together		11	2671	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅghāṭi 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50336	sakkāyadiṭṭhi	ps	1	fem	comp						view that one is an embodied being; personality view; self-identification					sakkāya + diṭṭhi				kammadhāraya	sakkāya + diṭṭhi	satkāyadṛṣṭi							DN 33.8	saṅgītisuttaṃ	pañca oram'bhāgiyāni saññojanāni, <b>sakkāyadiṭṭhi</b>, vicikicchā, sīlabbataparāmāso, kāmacchando, byāpādo. pañca uddham'bhāgiyāni saññojanāni, rūparāgo, arūparāgo, māno, uddhaccaṃ, avijjā.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	sahā'v'assa dassanasampadāya, taya'ssu dhammā jahitā bhavanti. <br/><b>sakkāyadiṭṭhi</b> vicikicchitañ'ca, sīlabbataṃ vā pi yad'atthi kiñci.	Ratana-sutta		Protective Recitations													52n	sakkāyadiṭṭh	i fem	15			[sound:sakkāyadiṭṭhi.mp3]	√√	sakkāyadiṭṭhi	view that one is an embodied being; personality view; self-identification; lit. view of existing body			2519	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkāyadiṭṭhi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50155	sakadāgāmī	p	1	adj	comp						once-returner; who has attained the second stage of the path					saki > saka + [d] + āgāmī	+d			kammadhāraya	saki + [d] + āgāmī	sakṛt + āgamin							MN 118	ānāpānassatisuttaṃ	santi, bhikkhave, bhikkhū imasmiṃ bhikkhusaṅghe tiṇṇaṃ saṃyojanānaṃ parikkhayā rāgadosamohānaṃ tanuttā <b>sakadāgāmino</b> saki'd'eva imaṃ lokaṃ āgantvā dukkhass'antaṃ karissanti																							sakadāgām	ī adj	15	5	81	[sound:sakadāgāmī.mp3]	√√	sakadāgāmī	who returns once; once-returner			2509	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakadāgāmī&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
